event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
LBN21680,2024-06-04,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,422,Middle East,Lebanon,Al Nabatieh,Bint Jbeil,,Aita ech Chaab,33.0971,35.3367,2,L'Orient Le Jour; Lebanon24; Murr TV; National News Agency Lebanon,National,"On 4 June 2024, the Israeli military fired artillery shells and used machine gunfire in the vicinity of Aita ech Chaab town (Bint Jbeil, Al Nabatieh) amid ongoing hostilities with Hezbollah. The shelling led to severe material damage in the area. There were no casualties.",0,,1727204985
SYR107507,2022-11-02,2022,1,Political violence,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,Rebel group,Civilians (Syria),,Civilians,Rebel group-Civilians,Civilian targeting,760,Middle East,Syria,Aleppo,Menbij,Menbij,Dadat,36.6335,37.9358,1,Facebook; SHAAM,New media-National,"On 2 November 2022, QSD members shot and killed an old man in Dadat town in Aleppo countryside for unknown reasons. 1 fatality.",1,,1720478932
YEM27617,2019-01-18,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Sadah,Sahar,,Bani Uwayr,16.7591,43.7531,1,26 September News; Yemen Data Project,Local partner-National,"On 18 January 2019, Saudi-led coalition airstrikes reportedly targeted a road construction bulldozer in Bani Uwayr area of Sahar district, south of Sadah city, in Sadah border governorate, northwestern Yemen. No casualties reported.",0,,1702344094
SYR28600,2017-11-06,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,External/Other forces,Civilians (Syria),Syrian Civil Defence,Civilians,External/Other forces-Civilians,Civilian targeting,760,Middle East,Syria,Idleb,Al Mara,Maarrat An Numan,Ma'arrat An Nu'man,35.6476,36.6766,1,Liveuamap,Local partner-New media,Warplanes targeted Maaret Al-Numan in Idlib injuring five Syrian Civil Defence members and damaging their ambulances. No fatalities were reported.,0,,1720478201
SYR45675,2018-08-26,2018,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Syria),,Political militia,Unidentified Armed Group (Syria),,Political militia,Political militia-Political militia,,760,Middle East,Syria,Idleb,Ariha,Mhambal,Bsanqul,35.8067,36.4967,2,SOHR,Other,Two unidentified armed groups clashed in the Bsanqul area which led to injuries and damaged property. No fatalities were reported.,0,,1720478325
YEM20471,2018-05-28,2018,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Hajjah,Haradh,,Al Mazraq,16.558,43.1981,1,Ansar Allah; Yemen Data Project,Local partner-National,Three Saudi-led coalition air raids were reported on Al Mazraq area of Al Jawf governorate in northwestern Yemen. No casualties were reported.,0,,1727740399
SYR20768,2018-02-04,2018,1,Strategic developments,Strategic developments,Non-violent transfer of territory,Military Forces of Syria (2000-),,State forces,Islamic State in Iraq and the Levant (ISIL),,Rebel group,State forces-Rebel group,,760,Middle East,Syria,Hama,As Salamiyeh,Saboura,Samiriyeh,35.288,37.1822,1,SHAAM,National,Islamic State force handed over control of the village of Samiriyeh to regime forces without any fighting.,0,,1730157027
SYR64553,2019-07-20,2019,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Defense Force,,State forces,,,,State forces only,,760,Middle East,Syria,Idleb,Al Mara,Khan Shaykun,Tar'ei,35.4351,36.7405,1,SOHR,Other,"On 20 July 2019, regime warplanes carried out airstrikes on Tar'ei in Idleb. Neither injuries nor fatalities were reported.",0,,1720478466
TUR35418,2024-05-01,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),78ers Federation; CHP: Republican Peoples Party; DISK: Confederation of Progressive Trade Unions of Turkey; Halkevleri: People's Houses; Haziran Hareketi: United June Movement; KESK: Confederation of Public Workers Unions; Labor Group (Turkey),Protesters,,,,Protesters only,,792,Middle East,Turkey,Artvin,Artvin,,Artvin,41.1816,41.8217,1,Ihlas News Agency,National,"On 1 May 2024, various labor and political groups staged a demonstration on the Cumhuriyet Street in Artvin town, to mark the International Workers' Day and express their demands regarding various issues the working class faces. Representatives of DISK, KESK, CHP, Halkevleri, 78ers Federation and Haziran Hareketi attended.",0,crowd size=no report,1715049811
IRQ51928,2024-02-07,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,External/Other forces,PKK: Kurdistan Workers Party,,Rebel group,Rebel group-External/Other forces,,368,Middle East,Iraq,Duhok,Al Amadiya,Markaz Al Amadiya,Amadiya,37.0921,43.4877,2,People's Defense Forces,Other,"On 7 February 2024, Turkish army warplanes carried out airstrikes against PKK forces in Sehid Ibrahim area (Kurdish name) in Zap region (Al Amadiya district) of Duhok province. Casualties unknown.",0,,1730764844
PSE35227,2023-07-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2022-),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Jenin,,Rummanah,32.5245,35.2048,1,Dunia Al Watan; Ma'an News Agency; Palestine News and Information Agency; PLO Negotiations Affairs Department,Other-National,"On 23 July 2023, Palestinian rioters clashed with Israeli military forces who raided Rummanah village (Jenin, West Bank). Soldiers fired rubber bullets, stun grenades, and tear gas, injuring 2 rioters with rubber bullets.",0,crowd size=no report,1721691356
YEM45681,2019-12-22,2019,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,,State forces,,,,State forces only,,887,Middle East,Yemen,Al Hudaydah,Hays,,Hays,13.9317,43.4831,2,Al Amaliqah; Yemen Data Project,Local partner-National,"On 22 December 2019, pro-Houthi forces reportedly shelled residential areas in the south of Hays city in western Yemen (south of Hodeidah governorate), with 120mm mortar shells, and 14.5mm, 12.7mm and PK 7.62mm machine guns, as well as sniper rifles, with no report of fatalities nor injuries.",0,,1690843398
IRN20363,2022-10-11,2022,1,Demonstrations,Riots,Violent demonstration,Rioters (Iran),Women (Iran),Rioters,Police Forces of Iran (1989-),,State forces,State forces-Rioters,,364,Middle East,Iran,Kurdistan,Baneh,Central,Baneh,35.9975,45.8853,1,Eteraze Bazar,New media,"On 11 October 2022, rioters set a police vehicle on fire, clashed with police, and marched throughout the streets in Baneh city (Kurdistan) shouting anti-government slogans and demanding justice for a young woman who had died after being detained by the modesty police.",0,crowd size=no report,1666031252
SYR32259,2018-04-27,2018,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,Political militia,Civilians (Syria),,Civilians,Political militia-Civilians,Civilian targeting,760,Middle East,Syria,Dara,Izra,Sheikh Miskine,Sheikh Miskine,32.831,36.1575,2,SOHR,Other,"A landmine detonated in the Sheikh Miskine area of the Dar'a countryside, leading to the later death of a female child from injuries sustained.",1,,1720478343
IRQ1168,2017-03-17,2017,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State in Iraq and the Levant (ISIL),,Rebel group,Civilians (Iraq),,Civilians,Rebel group-Civilians,Civilian targeting,368,Middle East,Iraq,Baghdad,Al Karkh,Al Mansour,Baghdad - Al Rashid,33.2362,44.3428,1,Iraqi News,National,"On Mar. 17, a bomb placed near a cattle market in Suwaib (Al Rashid district), south of the Iraqi capital, killed one civilian injured two others; it is expected that IS militants are behind the attack.",1,,1730156770
TUR30859,2023-08-06,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),"DISK: Confederation of Progressive Trade Unions of Turkey; Egitim Sen: Education and Science Workers Union; Emekli-Sen: Turkish Pensioners Union; Haber-Sen: Press, Communication and Postal Workers' Union; Halkevleri: People's Houses; Health Workers (Turkey); KESK: Confederation of Public Workers Unions; Labor Group (Turkey); Teachers (Turkey); TMMOB: Union of Chambers of Turkish Engineers and Architects; TTB: Turkish Medical Association; Tum Emekli Sen: All Pensioners Union; Veli-Der: Student Parents Association",Protesters,,,,Protesters only,,792,Middle East,Turkey,Ankara,Cankaya,,Cankaya,39.9179,32.8627,1,Haberler,National,"On 6 August 2023, protesters, including pensioners, staged a demonstration Adakale street in Cankaya, Ankara, to protest against the rising cost of living and consecutive price hikes. Representatives of Tum Emekli Sen, TMMOB, Veli-Der, DISK, Emekli Sen, Egitim Sen, Haber Sen, Halkevleri, KESK, and TTB participated in the protest.",0,crowd size=no report,1715049809
YEM70971,2022-01-28,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2017-) Houthi,,State forces,Civilians (Yemen),,Civilians,State forces-Civilians,Civilian targeting,887,Middle East,Yemen,Marib,Harib,,Mala,14.9833,45.4442,1,Crater Sky; Yemen Data Project,Local partner-National,"On 28 January 2022, Houthi drone bombing targeted villages in Mala (Harib, Marib) killing 2 civilians and injuring 1 other.",2,,1730180204
LBN20770,2023-12-08,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Lebanon),,Protesters,,,,Protesters only,,422,Middle East,Lebanon,Beirut,Beirut,,Beirut - Mazraa,33.8783,35.5073,1,Akhbar al Saha,New media,"On 8 December 2023, protesters held a demonstration outside the National Gallery in Beirut - Mazraa (Beirut) to demand an end to the Israeli aggression against Gaza and the Palestinians, and to denounce France's stance in the conflict.",0,crowd size=no report,1715049535
IRQ3652,2017-09-03,2017,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State in Iraq and the Levant (ISIL),,Rebel group,TMF: Tribal Mobilization Forces,,Identity militia,Rebel group-Identity militia,,368,Middle East,Iraq,Al Anbar,Al Ramadi,Markaz Al Ramadi,Ramadi,33.4206,43.3078,1,Amaq; Moata; Nashir,New media,"Islamic State militants detonated a set of IEDs on a convoy of the tribal mobilization in Ramadi, killing 6 and wounding others and destroying 3 technicals",6,,1730156849
SYR117580,2023-09-02,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,State forces,Civilians (Syria),,Civilians,State forces-Civilians,Civilian targeting,760,Middle East,Syria,Idleb,Idleb,Saraqab,Afes,35.9064,36.8045,2,SHAAM; SOHR; SY24,Other-National,"On 2 September 2023, regime fighters shelled the Afes area in Idleb province, injuring several people. There were no fatalities.",0,,1720479004
YEM7752,2017-12-26,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,,State forces,,,,State forces only,,887,Middle East,Yemen,Al Bayda,Dhi Naim,,Tiyab,14.1491,45.4692,2,Freedom (Yemen); Telegraph Yemen,National,Pro Houthi forces reportedly bombed a bridge in Tiyab of Al Bayda. The bridge was on the road linking Al Bayda and Lahij. The destruction also damaged private property in the area; December 26.,0,,1690843447
PSE44383,2023-12-17,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2022-),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Hebron,,Bayt Awwa,31.5091,34.9494,1,PLO Negotiations Affairs Department,Other,"On 17 December 2023, Palestinian rioters clashed with Israeli forces that raided houses in Bayt Awwa (Hebron, West Bank). Israeli forces fired rubber-coated bullets, tear gas cannisters, and stun grenades to disperse the rioters. There were no casualties.",0,crowd size=no report,1729632808
PSE44731,2024-01-06,2024,1,Political violence,Riots,Mob violence,Rioters (Palestine),Refugees/IDPs (Palestine),Rioters,Police Forces of Israel (2022-),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Al Quds,,Al Quds - Shuafat Camp,31.8114,35.2458,1,Palestine News and Information Agency,National,"On 6 January 2024, Palestinian rioters clashed with Israeli police forces that raided Al Quds - Mukhayyam Shuafat refugee camp (Al Quds, West Bank). Israeli forces fired sound and live bullets, and tear gas cannisters to disperse the rioters. There were no casualties.",0,crowd size=no report,1716328154
YEM75003,2022-07-20,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Yemen),,Political militia,West Coast Joint Forces,Giants Brigades,Political militia,Political militia-Political militia,,887,Middle East,Yemen,Al Hudaydah,Al Khawkhah,,Al Khawkhah,13.8071,43.2493,1,Aden al Ghad; Al Masdar; Crater Sky; Yemen Data Project,Local partner-National,"On 20 July 2022, an IED planted by an unidentified group on a military vehicle belonging to a lieutenant in the 2nd Giants Brigade exploded near his house in Al Khawkhah city (Taizz). The explosion caused significant material damage but there were no fatalities as the vehicle was empty. This was the second such incident in Al Khawkhah in a week.",0,,1702344020
TUR14332,2020-11-24,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Turkey),Lawyers (Turkey); CHD: Contemporary Lawyers' Association,Protesters,,,,Protesters only,,792,Middle East,Turkey,Istanbul,Sisli,,Sisli,41.0605,28.9872,1,Mezopotamya Agency,National,"On 24 November 2020, CHD lawyers held a demonstration outside the Istanbul courthouse in Sisli, Istanbul, regarding the death of Ebru Timtik, a detained lawyer who lost her life on 27 August 2020 due to hunger strike, which she staged to demand a fair trial. The group claimed the ministry of interior is responsible for the death and demanded that officials be held accountable.",0,crowd size=no report,1606755337
YEM77306,2022-11-01,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,External/Other forces,Civilians (Yemen),,Civilians,External/Other forces-Civilians,Civilian targeting,887,Middle East,Yemen,Al Hudaydah,Ad Durayhimi,,Al Hait,14.6173,43.0533,1,2 December News; 26 September News - Houthi; Ansar Allah; Yemen Data Project; Yemeni Landmine Records,Local partner-National,"On 1 November 2022, a landmine leftover from previous unidentified military activity exploded in a side road in Al Hait (Ad Durayhimi, Al Hudaydah) killing 2 civilians. Sources differed as to the origin of the device (Houthi or anti-Houthi).",2,,1705976190
SYR20859,2018-02-05,2018,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Defense Force,,State forces,Civilians (Syria),,Civilians,State forces-Civilians,Civilian targeting,760,Middle East,Syria,Idleb,Idleb,Saraqab,Saraqab,35.8611,36.8061,1,SOHR,Other,Syrian or Russian warplanes bombed while regime helicopters dropped barrel bombs on the town of Saraqab with what was alleged to be chemical weapons. Five civilians died due to asphxiation.,5,,1720478269
SAU192,2017-03-04,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2015-2017) Houthi-Saleh,,External/Other forces,Military Forces of Saudi Arabia (2015-),,State forces,State forces-External/Other forces,,682,Middle East,Saudi Arabia,Jizan,Jizan,,Jizan,16.8892,42.5511,2,Yemen News Agency SABA,Regional,"Shelling hit Saudi al-Hamra military site in Jabal al Dukhan, bombing the military vehicle and killing dozens of the Saudi soldiers.",12,,1698692388
LBN17033,2023-12-12,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,422,Middle East,Lebanon,South,Tyr,,Labbouneh,33.0977,35.1498,1,National News Agency Lebanon,National,"On 12 December 2023, Israeli artillery targeted Labbouneh (Tyr). There were no casualties.",0,,1727907798
LBN5606,2020-07-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Lebanon),,Protesters,,,,Protesters only,,422,Middle East,Lebanon,South,Sayda,,El Qraiye,33.5392,35.4169,1,An-Nahar,National,"On 16 July 2020, a protest was held in El Qraiye, against the cutting of the water supply.",0,crowd size=no report,1727907804
LBN7956,2021-01-26,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Lebanon),,Rioters,,,,Rioters only,,422,Middle East,Lebanon,Beirut,Beirut,,Beirut - Mazraa,33.8783,35.5073,1,El Nashra; Murr TV; An-Nahar,National,"On 26 January 2021, demonstrators blocked Corniche el Mazraa (Beirut - Mazraa) road in both directions with waste containers and burning tires in objection to the lockdown extension to curb coronavirus surge amid the deteriorating economic and living conditions.",0,crowd size=no report,1612198642
SYR111534,2023-03-16,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,Political militia,Civilians (Syria),Farmers (Syria),Civilians,Political militia-Civilians,Civilian targeting,760,Middle East,Syria,Aleppo,Menbij,Menbij,Al Birah,36.3851,37.853,1,SOHR,Other,"On 16 March 2023, a landmine from previous clashes planted by an unknown armed group exploded in Al Birah town in Aleppo countryside, killing an eight years old child while grazing sheep. 1 fatality.",1,,1720478920
IRN5560,2019-11-16,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (Iran),,Rioters,,,,Rioters only,,364,Middle East,Iran,Tehran,Islamshahr,Chahardangeh,Chahar Dangeh,35.6031,51.3098,1,Vahid Online; VOA,New media-International,"On 16 November 2019, a demonstration was held in Chahar Dangeh against a sharp spike in fuel prices. Rioters set a petrol station on fire",0,crowd size=no report,1618556802
YEM32294,2019-06-06,2019,1,Political violence,Battles,Government regains territory,Military Forces of Yemen (2012-2022) Hadi,Southern Resistance,State forces,Military Forces of Yemen (2017-) Houthi,,State forces,State forces-State forces,,887,Middle East,Yemen,Ad Dali,Al Azariq,,Tuwarsah,13.6128,44.5408,2,Al Montasaf; Yemen Data Project,Local partner-National,"On 6 June 2019, anti-Houthi forces and Southern Resistance units reportedly gained control over Al Mushammar mountain on the Tuwarsah front line, northwest of Ad Dali governorate, after clashes with pro-Houthi forces that fled towards Al Mawiyah district. No fatalities nor injuries reported.",0,,1690843540
SAU1291,2018-01-15,2018,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,,External/Other forces,Military Forces of Saudi Arabia (2015-),,State forces,State forces-External/Other forces,,682,Middle East,Saudi Arabia,Jizan,Jizan,,Jizan,16.8892,42.5511,3,Yemen News Agency SABA,Regional,In Jizan border province Pro-Houthi artillery shelled Saudi army gatherings in Abadiya and Hamda-alShamali area. Additional shelling hit Maseal valley.,0,,1690843498
SYR127789,2024-05-06,2024,1,Strategic developments,Strategic developments,Change to group/activity,Global Coalition Against Daesh,QSD: Syrian Democratic Forces,External/Other forces,,,,External/Other forces only,,760,Middle East,Syria,Deir ez Zor,Abu Kamal,Susat,Baghuz,34.4322,40.9923,1,SOHR,Other,"Movement of forces: On 6 May 2024, Global Coalition, accompanied by QSD forces, conducted a military patrol in the villages of Kishkiyeh, Gharanij, Hajin, and Baghuz in the countryside of Deir ez Zor.",0,,1720477754
SYR78887,2020-06-01,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,Political militia,JTW: National Liberation Front,Al Sham Corps; Civilians (Syria),Rebel group,Rebel group-Political militia,,760,Middle East,Syria,Idleb,Ariha,Mhambal,Bsanqul,35.8067,36.4967,2,SNHR; SOHR,Local partner-Other,"On 1 June 2020, unidentified gunmen either threw a grenade or detonated an IED targeting a al Sham Corps vehicle under JTW on M4 highway near Bsanqul in Idleb, killing a member on board and also wounding a child who was in the car.",1,,1720478626
YEM11350,2018-05-10,2018,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Sadah,Al Dhaher,,Al Malahit,16.7685,43.2758,2,Yemen Data Project; Yemen News Agency SABA,Local partner-National,"Missiles fired by Saudi soldiers from across the border reportedly landed in Monabbih, Dhaher, and Ghor area of Ghamer district. No injuries or fatalities reported in the events.",0,,1727740341
ISR42723,2024-09-25,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Hezbollah,,Political militia,,,,Political militia only,,376,Middle East,Israel,Haifa,Hadera,Zikhron Yaakov,Zikhron Yaaqov,32.5665,34.9563,2,Hezbollah War Media,New media,"On 25 September 2024, Hezbollah forces claimed to have targeted an Israeli military factory near Zikhron Yaaqov (Hadera, Haifa) with Fadi-3 missiles. No Israeli sources confirmed an attack.",0,,1730180180
PSE26935,2019-08-19,2019,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2009-2021),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Ramallah and Al Bireh,,Bayt Rima,32.0333,35.1036,1,PLO Negotiations Affairs Department,Other,"On 19 August 2019, Palestinians threw stones at Israeli forces during their raid into Bayt Rima town (Ramallah and Al Bireh) as they stormed and searched two Palestinian houses. Israeli forces replied by firing stun grenades and tear gas canisters.",0,crowd size=no report,1705978268
YEM14222,2016-04-13,2016,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2012-2022) Hadi,Popular Resistance,State forces,Military Forces of Yemen (2015-2017) Houthi-Saleh,,State forces,State forces-State forces,,887,Middle East,Yemen,Taizz,Salh,,Taizz - Thabat,13.5598,44.0306,1,Yemen News Agency SABA,National,"Clashes between the Yemeni army (Hadi) and pro-Hadi militiamen on one side and the Yemeni army (Saleh) and Houthi popular committees on the other took place in the Thabat area of the Salh district, Taizz governorate. No casualties were reported.",0,,1690843511
IRN10671,2021-08-08,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 2,35.7512,51.3616,1,Free Union of Iranian Workers; Human Rights Activists in Iran (HRA); Eteraze Bazar,Local partner-Other,"On 8 August 2021, defrauded depositors in the Caspian Finance and Credit Institution protested at the Fereshtegan Liquidation Board building in Tehran - District 2 (Tehran) over the non-return or compensation for their lost deposits after 5 years.",0,crowd size=no report,1669674882
PSE34273,2023-06-10,2023,1,Strategic developments,Strategic developments,Other,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Farmers (Palestine),Civilians,External/Other forces-Civilians,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza,31.5045,34.4743,2,PLO Negotiations Affairs Department,Other,"Other: On 10 June 2023, Israeli military forces positioned on the border opened fire toward Palestinian agricultural lands near the security fence east of Gaza City (Gaza Strip). These shots are considered to be warning shots to keep Palestinians away from the border fence, not directly targeted at them.",0,,1715049889
YEM23246,2018-09-07,2018,1,Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Yemen (2012-2022) Hadi,,State forces,Unidentified Armed Group (Yemen),,Political militia,State forces-Political militia,,887,Middle East,Yemen,Aden,Al Mansura,,Aden - Al Mansurah,12.8602,44.9817,1,Aden al Ghad; Yemen Data Project,Local partner-National,"Defusal: On 7 September 2018, Security forces reportedly dismantled an IED of unknown origin planted behind the Sahabah mosque in Al Mansurah area of Aden port city, southwestern Yemen. No casualties were reported.",0,,1702344096
SYR51095,2019-01-03,2019,1,Political violence,Battles,Non-state actor overtakes territory,JTW: National Liberation Front,,Rebel group,HTS: Hayat Tahrir al Sham,,Rebel group,Rebel group-Rebel group,,760,Middle East,Syria,Idleb,Al Mara,Maarrat An Numan,Ma'arrat An Nu'man,35.6476,36.6766,2,SOHR,Other,National Liberation Front forces clashed violently with HTS fighters at the village of Zawiyah in the Ma'arrat An Nu'man sub-district as the former took control of the village with fatalities and injuries reported on both sides. Unknown number of fatalities coded to 10.,10,,1720478399
IRQ47870,2023-07-29,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Political militia,,,,Political militia only,,368,Middle East,Iraq,Diyala,Baquba,Buhriz,Buhriz,33.7069,44.6554,2,Baghdad Today,National,"On 29 July 2023, unknown militants detonated a locally made IED in the vicinity of the orchards of Buhriz district in Baquba, Diyala. There were no casualties.",0,,1691429003
TUR6317,2018-07-28,2018,1,Political violence,Battles,Armed clash,PKK: Kurdistan Workers Party,,Rebel group,Military Forces of Turkey (2016-),,State forces,State forces-Rebel group,,792,Middle East,Turkey,Sirnak,Sirnak,,Sirnak,37.5139,42.4543,3,People's Defense Forces,Other,"HPG website reported that on July 28, PKK attacked Turkish Gundike Mele battalion (Kurdish name, Balveren battalion in Turkish) in Sirnak province. Three PKK militants were killed in the clashes.",3,,1705970815
IRQ10341,2016-06-24,2016,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,Military Forces of the United States (2009-2017),External/Other forces,Islamic State in Iraq and the Levant (ISIL),,Rebel group,Rebel group-External/Other forces,,368,Middle East,Iraq,Ninewa,Sinjar,Markaz Sinjar,Sinjar,36.2955,41.8932,2,Airwars,Other,"On 24 June 2016, the U.S.-coalition carried out one strike that struck an Islamic State tactical unit and destroyed a fighting position and a mortar system near Sinjar.",0,,1730158794
YEM17270,2016-09-05,2016,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),External/Other forces,,,,External/Other forces only,,887,Middle East,Yemen,Marib,Sirwah,,Wadi Malah,15.3217,45.1621,1,Yemen News Agency SABA,National,"The Malah valley in the Sirwah district came under Saudi aerial bombardment along with other areas in the district Al Matar, Nushor and Wadi Al Rubaiah.",0,,1561471442
SYR53144,2019-02-17,2019,1,Political violence,Battles,Armed clash,HTS: Hayat Tahrir al Sham,,Rebel group,HNDZ: Nour al Din al Zinki Movement,,Rebel group,Rebel group-Rebel group,,760,Middle East,Syria,Aleppo,Jebel Saman,Haritan,Babis,36.245,37.0336,1,SOHR,Other,HTS forces arrested 3 Nour al Din al Zinki Movement fighters in the town of Babis with no injuries or fatalities reported.,0,,1720478393
YEM51109,2020-04-08,2020,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2017-) Houthi,,State forces,Civilians (Yemen),,Civilians,State forces-Civilians,Civilian targeting,887,Middle East,Yemen,Al Hudaydah,Hays,,Hays,13.9317,43.4831,1,Al Amaliqah; Yemen Data Project,Local partner-National,"On 8 April 2020, pro-Houthi forces reportedly shelled residential neighbourhoods of Hays city in western Yemen (Hays, Al Hudaydah) in two separate instances, first injuring two women and a young man and then an elderly woman and a child but no fatalities.",0,,1690843407
PSE21785,2021-08-12,2021,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2021-2022),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Tubas,,Tubas,32.3209,35.3699,1,PLO Negotiations Affairs Department,Other,"On 12 August 2021, Israeli military forces raided the city of Tubas (Tubas) and fired sound grenades, tear gas canisters, live bullets, and rubber bullets at Palestinian rioters under the pretext that they had been stoned.",0,crowd size=no report,1716328128
YEM77627,2022-11-23,2022,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Yemen),,Political militia,Military Forces of Yemen (2017-) Houthi,,State forces,State forces-Political militia,,887,Middle East,Yemen,Ibb,Al Mashannah,,Dar ash Sharaf,13.95,44.1833,1,Al Masdar,National,"On 23 November 2022, clashes erupted between unidentified gunmen and Houthi forces in Dar ash Sharaf (Al Mashannah, Ibb) killing 1 child who looked out of his house window. The reason behind the clashes was not reported.",1,,1721086479
SYR34866,2017-01-25,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic State in Iraq and the Levant (ISIL),,Rebel group,,,,Rebel group only,,760,Middle East,Syria,Al Hasakeh,Al Hasakeh,Markada,Fadghami,35.9019,40.8873,1,SHAAM,National,IS targeted with mortar shells Fadghami village in the countryside of Shadadi in Al-Hasakeh. Neither fatalities nor injuries were reported.,0,,1730157035
SYR123433,2024-01-14,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,External/Other forces,,,,External/Other forces only,,760,Middle East,Syria,Al Hasakeh,Quamishli,Amuda,Amuda,37.1026,40.9313,1,Facebook; Liveuamap; SHAAM; SOHR,Local partner-New media,"On 14 January 2024, Turkish forces conducted a drone strike targeting the power station in the town of Amuda in the countryside of Al Hasakeh, causing a complete outage of electricity in the town. Casualties unknown.",0,,1720477767
